"curs","any","codi_centre","denominaci_completa","codi_naturalesa","nom_naturalesa","codi_titularitat","nom_titularitat","adre_a","codi_postal","tel_fon","codi_delegaci","nom_delegaci","codi_comarca","nom_comarca","codi_municipi","codi_municipi_6","nom_municipi","codi_districte_municipal","nom_dm","codi_localitat","nom_localitat","coordenades_utm_x","coordenades_utm_y","coordenades_geo_x","coordenades_geo_y","e_mail_centre","url","imatge","einf1c","einf2c","epri","eso","batx","aa01","cfpm","ppas","aa03","cfps","ee","ife","pfi","pa01","cfam","pa02","cfas","esdi","escm","escs","adr","crbc","idi","dane","danp","dans","muse","musp","muss","tegm","tegs","estr","adults","geo_1"
"2025/2026","2025","43013166","Centre de Formació CBS","2","Privat","26","Societats Mercantils","c. Ventallols, 5","43003",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","353784","4553261","1.258375","41.11747","e3013166@xtec.cat",,,,,,,,,,,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1258375 4111747)"
"2025/2026","2025","43013191","Institut Escola L'Arrabassada","1","Públic","01","Departament d'Educació i Formació Professional","c. Mercè Rodoreda, s/n","43001",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","354961","4553889","1.272123","41.12333","e3013191@xtec.cat",,,,"EINF2C","EPRI","ESO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1272123 4112333)"
"2025/2026","2025","43013233","Ilerna Tarragona","2","Privat","26","Societats Mercantils","c. Joan Serra i Vilaró, 7","43007",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352603","4554537","1.244009","41.1287","e3013233@xtec.cat",,,,,,,,,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1244009 411287)"
"2025/2026","2025","43013270","Vedruna Dansa","2","Privat","22","Fundacions","c. Santa Joaquima Vedruna, 10","43001",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","352956","4553637","1.248423","41.12072","e3013270@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,"DANE",,,,,,,,,,"POINT (1248423 4112072)"
"2025/2026","2025","43013361","Llar d'infants Baobab-Lestonnac","2","Privat","24","Ordes i Congregacions Catòlics","c. Joan Fuster i Ort, 24-26","43007",,"0143","Tarragona","36","Tarragonès","43148","431482","Tarragona","00",,"13","Tarragona","354662.171","4553729.155","1.26872","41.12186","e3013361@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (126872 4112186)"
"2025/2026","2025","43003884","Escola Antoni Roig","1","Públic","01","Departament d'Educació i Formació Professional","av. Sant Jordi. núm. 1(ap.correus 142)","43830","977640836","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365347","4556266","1.395397","41.14654","e3003884@xtec.cat","http://agora.xtec.cat/escolaantoniroig/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1395397 4114654)"
"2025/2026","2025","43006851","Escola Molí de Vent","1","Públic","01","Departament d'Educació i Formació Professional","c. de les Escoles, 13-15","43830","977130246","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365952","4556493","1.402552","41.14868","e3006851@xtec.cat","https://agora.xtec.cat/ceip-molidevent/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1402552 4114868)"
"2025/2026","2025","43006952","Institut Torredembarra","1","Públic","01","Departament d'Educació i Formació Professional","av. de Sant Jordi, 62-64","43830","977640312","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365836","4556684","1.401123","41.15039","e3006952@xtec.cat","http://www.instorredembarra.cat/",,,,,"ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1401123 4115039)"
"2025/2026","2025","43007661","Institut Ramon de la Torre","1","Públic","01","Departament d'Educació i Formació Professional","c. Camí del Moro, 28-40","43830","977642402","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","366827","4556655","1.412938","41.15029","e3007661@xtec.cat","http://www.institutramondelatorre.org",,,,,"ESO","BATX",,"CFPM",,,"CFPS",,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (1412938 4115029)"
"2025/2026","2025","43009242","Escola L'Antina","1","Públic","01","Departament d'Educació i Formació Professional","pg. Miramar, 190-200","43830","977642496","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","366888","4556299","1.413737","41.147","e3009242@xtec.cat","http://www.escolaantina.cat",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1413737 41147)"
"2025/2026","2025","43009643","Llar d'infants El Cirerer","1","Públic","04","Corporacions Locals","c. Camí de l'Era, 52-54","43830","977642535","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365722","4556295","1.399853","41.14686","e3009643@xtec.cat","http://www.xtec.cat/centres/e3009643",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1399853 4114686)"
"2025/2026","2025","43009746","Esc. de Música Municipal de Torredembarra","1","Públic","04","Corporacions Locals","c. Alt de Sant Pere, 35","43830","977644308","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365666","4556176","1.399213","41.14578","e3009746@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1399213 4114578)"
"2025/2026","2025","43010918","Escola de Dansa Centrescènic","2","Privat","27","Societats Civils","c. Eduard Benot, 11/c. Carnisseria, 9","43830",,"0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365417","4556126","1.396259","41.14529","e3010918@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,"DANE",,,,,,,,,,"POINT (1396259 4114529)"
"2025/2026","2025","43011650","EB privada La Casa de les Fades","2","Privat","26","Societats Mercantils","c.Joaquim Torres Ibern, 7 local I","43830","977130810","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","366986","4556512","1.414861","41.14902","e3011650@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1414861 4114902)"
"2025/2026","2025","43012253","Llar d'infants Els Gegants de la Torre","1","Públic","04","Corporacions Locals","c. de les Escoles, s/n","43830",,"0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365905","4556614","1.401966","41.14976","e3012253@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1401966 4114976)"
"2025/2026","2025","43012794","Centre d'Estudis Eqüestres Torredembarra","2","Privat","26","Societats Mercantils","ctra. La Riera, s/n","43830","977640282","0143","Tarragona","36","Tarragonès","43153","431536","Torredembarra","00",,"04","Torredembarra","365027","4556453","1.391536","41.14817","e3012794@xtec.cat",,,,,,,,,"CFPM",,,,,,,,,,,,,,,,,,,,,,,"TEGM","TEGS",,,"POINT (1391536 4114817)"
"2025/2026","2025","43004864","Escola Pere Virgili","1","Públic","01","Departament d'Educació i Formació Professional","pl. de la Pau, s/n","43141","977840353","0143","Tarragona","36","Tarragonès","43166","431665","Vilallonga del Camp","00",,"01","Vilallonga del Camp","349376","4563695","1.203324","41.21062","e3004864@xtec.cat","http://escolaperevirgili.blogspot.com",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1203324 4121062)"
"2025/2026","2025","43010104","Llar d'infants Patufet","1","Públic","04","Corporacions Locals","rbla. Mare de Déu del Roser/pl.de la Pau","43141","977842062","0143","Tarragona","36","Tarragonès","43166","431665","Vilallonga del Camp","00",,"01","Vilallonga del Camp","349419","4563658","1.203848","41.21029","e3010104@xtec.cat","http://www.xtec.cat/centres/e3010104",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1203848 4121029)"
"2025/2026","2025","43004979","Escola Torroja i Miret","1","Públic","01","Departament d'Educació i Formació Professional","c. Tarragona, 9","43480","977390616","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344484","4552650","1.147806","41.11026","e3004979@xtec.cat","http://agora.xtec.cat/ceip-torrojaimiret/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1147806 4111026)"
"2025/2026","2025","43005005","Escola Sant Bernat Calvó","1","Públic","01","Departament d'Educació i Formació Professional","c. Requet de Fèlix, 22","43480","977391921","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344491","4552805","1.147857","41.11165","e3005005@xtec.cat","http://agora.xtec.cat/escolasantbernat/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1147857 4111165)"
"2025/2026","2025","43005947","Escola Cal·lípolis","1","Públic","01","Departament d'Educació i Formació Professional","c. Alfredo Kraus, 22","43481","977371711","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"01","Platja de la Pineda","347047","4549361","1.179142","41.08113","e3005947@xtec.cat","http://agora.xtec.cat/ceipcal-lipolis/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1179142 4108113)"
"2025/2026","2025","43005972","Institut Ramon Barbat i Miracle","1","Públic","01","Departament d'Educació i Formació Professional","av. de l'Alcalde Pere Molas, s/n","43480","977391379","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344654","4551674","1.150076","41.101","e3005972@xtec.cat","https://agora.xtec.cat/ies-ramonbarbat-vilaseca",,,,,"ESO","BATX",,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,,,,,"POINT (1150076 41101)"
"2025/2026","2025","43006241","Escola La Plana","1","Públic","01","Departament d'Educació i Formació Professional","Camí Mas de la Cuca, s/n","43480","977391819","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"02","La Plana","342825","4554816","1.127501","41.12943","e3006241@xtec.cat","https://sites.google.com/a/xtec.cat/escolalaplana/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1127501 4112943)"
"2025/2026","2025","43006289","Cons. de Música de Vila-seca","1","Públic","04","Corporacions Locals","av. de la Generalitat, 27","43480","977392368","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","343937","4552851","1.141248","41.1119","e3006289@xtec.cat","https://www.vila-secamusica.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSP",,,,,,"POINT (1141248 411119)"
"2025/2026","2025","43006332","Escola Mestral","1","Públic","01","Departament d'Educació i Formació Professional","c. Santiago Rusiñol, s/n","43480","977391820","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","343829","4552720","1.139988","41.11076","e3006332@xtec.cat","http://agora.xtec.cat/escolamestralvila-seca/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1139988 4111076)"
"2025/2026","2025","43008158","LLI privada Pineda","2","Privat","21","Cooperatives","c. Jacint Verdaguer, 6","43480","977391713","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","343921","4552494","1.141144","41.10874","e3008158@xtec.cat","http://www.xtec.cat/centres/e3008158",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1141144 4110874)"
"2025/2026","2025","43008523","Institut Vila-seca","1","Públic","01","Departament d'Educació i Formació Professional","av. de l'Alcalde Pere Molas, s/n","43480","977394244","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344618","4551851","1.149601","41.10308","e3008523@xtec.cat","http://agora.xtec.cat/iesvila-seca",,,,,"ESO","BATX",,,,,,,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (1149601 4110308)"
"2025/2026","2025","43008742","Esc. de Música Municipal de Vila-seca","1","Públic","04","Corporacions Locals","av. de la Generalitat, 27","43480","977392368","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","343933","4552846","1.141205","41.11192","e3008742@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (1141205 4111192)"
"2025/2026","2025","43010086","CFA Vilaseca","1","Públic","01","Departament d'Educació i Formació Professional","c. Sant Pere, 25 (cant. pl. Estudi, 1)","43480","977391811","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344389","4552578","1.146692","41.10959","e3010086@xtec.cat","http://agora.xtec.cat/cfavilaseca/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (1146692 4110959)"
"2025/2026","2025","43010426","EB privada L'Estel","2","Privat","27","Societats Civils","c. de Sant Jordi, 25","43480","977396244","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344039","4552769","1.142481","41.11124","e3010426@xtec.cat","http://www.xtec.cat/centres/e3010426",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1142481 4111124)"
"2025/2026","2025","43010530","Escola Miramar","1","Públic","01","Departament d'Educació i Formació Professional","c. Era del Delme, 20","43480","977396280","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344250","4552068","1.145169","41.10497","e3010530@xtec.cat","http://blocs.xtec.cat/escolamiramar/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1145169 4110497)"
"2025/2026","2025","43011492","Escola La Canaleta","1","Públic","01","Departament d'Educació i Formació Professional","c. d'Alfons I, 18","43480","977783565","0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344231","4553221","1.144655","41.11535","e3011492@xtec.cat","http://www.lacanaleta.cat",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1144655 4111535)"
"2025/2026","2025","43011595","Llar d'infants Fartets","1","Públic","04","Corporacions Locals","c. Luis Mariano, 4","43480",,"0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"01","Platja de la Pineda","347075","4549388","1.179461","41.08138","e3011595@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1179461 4108138)"
"2025/2026","2025","43012551","Llar d'infants Les Vimeteres","1","Públic","04","Corporacions Locals","c. de l'Era del Delme, s/n","43480",,"0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344291","4552126","1.145643","41.105","e3012551@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1145643 41105)"
"2025/2026","2025","43013348","Escola de Dansa África Aguilar","2","Privat","41","Persones Físiques","c. Doctor Gibert, 8, baixos","43480",,"0143","Tarragona","36","Tarragonès","43171","431711","Vila-seca","00",,"05","Vila-seca de Solcina","344428.9","4552786.2","1.147118","41.111474","e3013348@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,"DANE",,,,,,,,,,"POINT (1147118 41111474)"
"2025/2026","2025","43004931","Escola Santa Maria del Mar","1","Públic","01","Departament d'Educació i Formació Professional","c. Juan Manuel Muñoz Rodriguez, 5","43840","977382302","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343040","4549709","1.131373","41.08349","e3004931@xtec.cat","http://www.santamariadelmar.cat",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1131373 4108349)"
"2025/2026","2025","43004967","Elisabeth","2","Privat","21","Cooperatives","c. Miquel Martí i Pol, 1","43840","977383851","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","342661","4550098","1.12676","41.08692","e3004967@xtec.cat","http://www.escolaelisabeth.cat",,"EINF1C","EINF2C","EPRI","ESO","BATX",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (112676 4108692)"
"2025/2026","2025","43006393","Escola Europa","1","Públic","01","Departament d'Educació i Formació Professional","pl. de la Segregació, 2","43840","977384996","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343301","4549463","1.134543","41.08134","e3006393@xtec.cat","https://agora.xtec.cat/escolaeuropa/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1134543 4108134)"
"2025/2026","2025","43007026","LLI privada Nou Esplai","2","Privat","26","Societats Mercantils","c. Berlín, s/n","43840","977383274","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343498","4549175","1.136958","41.07878","e3007026@xtec.cat","http://www.xtec.cat/centres/e3007026",,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1136958 4107878)"
"2025/2026","2025","43007518","Esc. de Música Municipal","1","Públic","04","Corporacions Locals","c. advocat Gallego, 2/arquit.Ubach, 1","43840","977381008","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343394","4549443","1.13565","41.08117","e3007518@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MUSE",,,,,,,"POINT (113565 4108117)"
"2025/2026","2025","43007543","Institut Jaume I","1","Públic","01","Departament d'Educació i Formació Professional","c. Advocat Gallego, 6","43840","977384771","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343254","4549581","1.133948","41.0823","e3007543@xtec.cat","http://www.iesjaume1.cat",,,,,"ESO","BATX",,"CFPM",,,"CFPS",,,,,,,,,,,,,,,,,,,,"TEGM","TEGS",,,"POINT (1133948 410823)"
"2025/2026","2025","43009451","Escola Salou","1","Públic","01","Departament d'Educació i Formació Professional","c. Rosa Sensat, 2","43840","977383646","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","342760","4549499","1.128091","41.0815","e3009451@xtec.cat","http://agora.xtec.cat/escola-salou/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1128091 410815)"
"2025/2026","2025","43010153","Escola Vora Mar","1","Públic","01","Departament d'Educació i Formació Professional","c. Maria Castillo, s/n","43840","977352900","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","342748","4549801","1.127875","41.08427","e3010153@xtec.cat","http://escolavoramar.blogspot.com.es/",,,"EINF2C","EPRI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1127875 4108427)"
"2025/2026","2025","43010347","Institut Marta Mata","1","Públic","01","Departament d'Educació i Formació Professional","c. Domènech Sugrañes i Gras, s/n","43840","977353242","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","342713","4549670","1.127485","41.08308","e3010347@xtec.cat","http://institutmartamata.cat",,,,,"ESO","BATX",,,,,,,,"PFI",,,,,,,,,,,,,,,,,,,,,"POINT (1127485 4108308)"
"2025/2026","2025","43010921","Llar d'infants La Balena Blava","1","Públic","04","Corporacions Locals","c. de Barcelona, 95","43840","977383409","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343137","4549846","1.132492","41.08475","e3010921@xtec.cat",,,"EINF1C",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (1132492 4108475)"
"2025/2026","2025","43011200","EOI de Salou","1","Públic","01","Departament d'Educació i Formació Professional","pg. 30 d'octubre, 4","43840","977353008","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","343360","4549523","1.135227","41.08188","e3011200@xtec.cat",,,,,,,,,,,,,,,,,,,,,,,,,"IDI",,,,,,,,,,,"POINT (1135227 4108188)"
"2025/2026","2025","43011765","CFA Àgora","1","Públic","04","Corporacions Locals","av. de Pau Casals, s/n","43840","977388851","0143","Tarragona","36","Tarragonès","43905","439057","Salou","00",,"01","Salou","342623","4549793","1.12639","41.08417","e3011765@xtec.cat","https://agora.xtec.cat/cfaagorasalou/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ADULTS","POINT (112639 4108417)"
